id,name,nutritions,tags,ingredients,persons,time,url,image
2840,"Tortillas met avocado, kikkererwten en peper","[energie, 775 kcal, koolhydraten, 52 g, natrium, 870 mg, eiwit, 21 g, vet, 51 g, waarvan verzadigd, 12 g, vezels, 11 g]","[vegetarisch, vooraf te maken, oven, mexicaans, hoofdgerecht, wat eten we vandaag]","[tarwebloem, zout, bakpoeder, diepvries spinazie, water, zonnebloemolie, kikkererwten in blik, picadillo, arachideolie, eetrijpe avocado, verse groene peper, bosui, verse munt, kruidenazijn, kraanwater, snoepkomkommer, witte kaas, botersla]",4,30,https://www.ah.nl/allerhande/recept/R-R1186174/tortilla-s-met-avocado-kikkererwten-en-peper,https://static.ah.nl/static/recepten/img_074169_1024x748_JPG.jpg
2841,"Tortillas met zwarte bonen, ei en chorizo","[energie, 985 kcal, koolhydraten, 68 g, natrium, 1120 mg, eiwit, 42 g, vet, 57 g, waarvan verzadigd, 16 g, vezels, 17 g]","[vooraf te maken, mexicaans, hoofdgerecht, wat eten we vandaag]","[tarwebloem, zout, bakpoeder, wortelsap, water, zonnebloemolie, Tasty Tom trostomaat, groene paprika, rode peper, rode ui, verse platte peterselie, vers sinaasappelsap, zwarte bonen, chorizoworst, Cheddar Tophat 48+, middelgroot ei]",4,40,https://www.ah.nl/allerhande/recept/R-R1186173/tortilla-s-met-zwarte-bonen-ei-en-chorizo,https://static.ah.nl/static/recepten/img_074172_1024x748_JPG.jpg
2842,Snelle bonenschotel met feta en kipfilethaasjes,"[energie, 455 kcal, koolhydraten, 30 g, natrium, 1295 mg, eiwit, 40 g, vet, 16 g, waarvan verzadigd, 7 g, vezels, 15 g]","[hollands, hoofdgerecht, camping, wat eten we vandaag, koken]","[magere gerookte spekreepjes, gesneden uien, paddenstoelenmix paprika bieslook, kipfilethaasje, tomatenblokjes, verse boerenkool, wrapsaus fajita, bonenmix kapucijners, bruine &amp; witte bonen, witte kaas]",4,20,https://www.ah.nl/allerhande/recept/R-R1186172/snelle-bonenschotel-met-feta-en-kipfilethaasjes,https://static.ah.nl/static/recepten/img_085505_1024x748_JPG.jpg
2843,"Tortillas met varkensvlees, kool en ananas","[energie, 815 kcal, koolhydraten, 74 g, natrium, 560 mg, eiwit, 39 g, vet, 39 g, waarvan verzadigd, 9 g, vezels, 7 g]","[lactosevrij, mexicaans, hoofdgerecht, wat eten we vandaag, stoven]","[sjalot, knoflook, rode peper, schouderkarbonade, arachideolie, ananassap, zoete chilisaus, tarwebloem, zout, bakpoeder, water, zonnebloemolie, verse ananasstukjes, gesneden rodekool, tuinkers]",4,30,https://www.ah.nl/allerhande/recept/R-R1186171/tortilla-s-met-varkensvlees-kool-en-ananas,https://static.ah.nl/static/recepten/img_074170_1024x748_JPG.jpg
2844,Kip en venkel in pittige tomatensaus,"[energie, 595 kcal, koolhydraten, 67 g, natrium, 740 mg, eiwit, 33 g, vet, 19 g, waarvan verzadigd, 4 g, vezels, 8 g]","[lactosevrij, snel, italiaans, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[arachideolie, kipdijfiletreepjes naturel, venkelzaad, knoflook, groene paprika, venkelknol, gezeefde tomaten, chilivlokken, tagliatelle, Groene olijven bella cerignola]",4,15,https://www.ah.nl/allerhande/recept/R-R1186170/kip-en-venkel-in-pittige-tomatensaus,https://static.ah.nl/static/recepten/img_074134_1024x748_JPG.jpg
2845,Wokpasta met romige kaassaus,"[energie, 825 kcal, koolhydraten, 64 g, natrium, 1430 mg, eiwit, 46 g, vet, 42 g, waarvan verzadigd, 13 g, vezels, 8 g]","[snel, pasta, hoofdgerecht, wat eten we vandaag, roerbakken/wokken]","[magere spekreepjes, ui, courgette, fijne soepgroente, halfvolle melk, kraanwater, wokpasta spaghettini, gormas kaas 70+]",4,15,https://www.ah.nl/allerhande/recept/R-R1186169/wokpasta-met-romige-kaassaus,https://static.ah.nl/static/recepten/img_074176_1024x748_JPG.jpg
2846,Pasta-radijssalade met pistachegehakt,"[energie, 800 kcal, koolhydraten, 69 g, natrium, 650 mg, eiwit, 44 g, vet, 37 g, waarvan verzadigd, 11 g, vezels, 7 g]","[snel, grieks, salade, hoofdgerecht, wat eten we vandaag, bakken]","[ongezouten pistachenoten, mager half-om-halfgehakt, Euroma Italiaanse kruiden gehakt, penne, Tasty Tom trostomaat, verse dille, rauwkost radijsmix, yoghurt-kruidensaus, olijven met witte kaas]",4,15,https://www.ah.nl/allerhande/recept/R-R1186168/pasta-radijssalade-met-pistachegehakt,https://static.ah.nl/static/recepten/img_078523_1024x748_JPG.jpg
2847,"Tortillas met zalm, rode ui en koriander","[energie, 805 kcal, koolhydraten, 60 g, natrium, 210 mg, eiwit, 26 g, vet, 50 g, waarvan verzadigd, 15 g, vezels, 6 g]","[mexicaans, hoofdgerecht, wat eten we vandaag, grillen]","[rode peper, inmaakazijn, kraanwater, kristalsuiker, jeneverbes, korianderzaad, gemalen laurier, rode ui, tarwebloem, zout, bakpoeder, water, bietensap, zonnebloemolie, limoen, crème fraîche, mierikswortel in pot, verse zalmfilet, verse koriander, eetrijpe avocado]",4,55,https://www.ah.nl/allerhande/recept/R-R1186167/tortilla-s-met-zalm-rode-ui-en-koriander,https://static.ah.nl/static/recepten/img_074171_1024x748_JPG.jpg
2848,Broodje kip met paprika en hummus,"[energie, 475 kcal, koolhydraten, 33 g, natrium, 745 mg, eiwit, 29 g, vet, 23 g, waarvan verzadigd, 3 g, vezels, 8 g]","[snel, mediterraan, brood/sandwiches, lunch, hoofdgerecht, camping, wat eten we vandaag, bakken]","[Mals en Kruidig Mediterrane kruiden, kipfilethaasjes, tomaat, botersla, olijfolie frisse citroen, meergranenbol, hummus, koelverse gegrilde-paprikamix]",4,15,https://www.ah.nl/allerhande/recept/R-R1186166/broodje-kip-met-paprika-en-hummus,https://static.ah.nl/static/recepten/img_074118_1024x748_JPG.jpg
2849,Bonenstoof met aubergine en olijven,"[energie, 380 kcal, koolhydraten, 28 g, natrium, 1225 mg, eiwit, 20 g, vet, 16 g, waarvan verzadigd, 4 g, vezels, 21 g]","[zonder vlees/vis, glutenvrij, snel, mediterraan, hoofdgerecht, camping, wat eten we vandaag, stoven]","[rode ui, aubergine, traditionele olijfolie, tomaat, Parmigiano Reggiano, bonenmix kapucijners, bruine &amp; witte bonen, knoflookolijven zonder pit, kappertjes]",4,15,https://www.ah.nl/allerhande/recept/R-R1186164/bonenstoof-met-aubergine-en-olijven,https://static.ah.nl/static/recepten/img_074116_1024x748_JPG.jpg
2850,Farro met paprika-tomatensaus,"[energie, 550 kcal, koolhydraten, 74 g, natrium, 985 mg, eiwit, 23 g, vet, 16 g, waarvan verzadigd, 5 g, vezels, 9 g]","[lactosevrij, snel, mediterraan, hoofdgerecht, wat eten we vandaag, koken, 5-ingrediënten]","[farro pasta, traditionele olijfolie, runderchipolata, Italiaanse roerbakmix, Grand’Italia Sugocasa Erbe in fles, gegrilde rode paprikas in pot]",4,15,https://www.ah.nl/allerhande/recept/R-R1186163/farro-met-paprika-tomatensaus,https://static.ah.nl/static/recepten/img_074122_1024x748_JPG.jpg
2851,Gepofte biet met geitenkaas en walnoten,"[energie, 675 kcal, koolhydraten, 55 g, natrium, 375 mg, eiwit, 24 g, vet, 37 g, waarvan verzadigd, 10 g, vezels, 14 g]","[vegetarisch, gezond, oven, hoofdgerecht, wat eten we vandaag]","[rauwe bieten, zwarte quinoa, aspergebroccoli, walnotenolie, verse platte peterselie, ongebrande walnoten, bolletjes stemgember op siroop, chavroux frais nature 45+ kaas]",4,30,https://www.ah.nl/allerhande/recept/R-R1186161/gepofte-biet-met-geitenkaas-en-walnoten,https://static.ah.nl/static/recepten/img_074128_1024x748_JPG.jpg
2852,Noedelsoep met biefstuk &amp; paksoi,"[energie, 460 kcal, koolhydraten, 62 g, natrium, 2535 mg, eiwit, 28 g, vet, 10 g, waarvan verzadigd, 2 g, vezels, 5 g]","[snel, aziatisch, hoofdgerecht, wat eten we vandaag]","[biefstuk, arachideolie, champignonroerbakmix, rundvleesbouillon van tablet, fijne mienestjes, woksaus sweet &amp; sour, azijn, paksoi]",4,15,https://www.ah.nl/allerhande/recept/R-R1186160/noedelsoep-met-biefstuk-en-paksoi,https://static.ah.nl/static/recepten/img_074141_1024x748_JPG.jpg
2853,"Kip madras met sperziebonen, ei en roti","[energie, 700 kcal, koolhydraten, 65 g, natrium, 400 mg, eiwit, 37 g, vet, 31 g, waarvan verzadigd, 8 g, vezels, 7 g]","[hoofdgerecht, wat eten we vandaag, koken]","[kruimige aardappel, ui, knoflook, kipdijfilet, arachideolie, Euroma Original spices by Jonnie Boer curry madras, kraanwater, tomaat, rode peper, diepvries gebroken sperzieboon, middelgroot ei, Surinaamse rotivellen]",4,25,https://www.ah.nl/allerhande/recept/R-R1186158/kip-madras-met-sperziebonen-ei-en-roti,https://static.ah.nl/static/recepten/img_114530_1024x748_JPG.jpg
2854,Pad thai met peultjes en omelet,"[energie, 730 kcal, koolhydraten, 104 g, natrium, 2725 mg, eiwit, 25 g, vet, 23 g, waarvan verzadigd, 5 g, vezels, 6 g]","[zonder vlees/vis, lactosevrij, snel, thais, aziatisch, hoofdgerecht, wat eten we vandaag, 5-ingrediënten]","[phad thai cooking set, verse koriander, middelgroot ei, arachideolie, verse peultjes, taugé]",2,15,https://www.ah.nl/allerhande/recept/R-R1186157/pad-thai-met-peultjes-en-omelet,https://static.ah.nl/static/recepten/img_074144_1024x748_JPG.jpg
2855,Fris-romige fusilli met zalmfilet en broccoli,"[energie, 835 kcal, koolhydraten, 60 g, natrium, 535 mg, eiwit, 48 g, vet, 43 g, waarvan verzadigd, 15 g, vezels, 9 g]","[pasta, hoofdgerecht, wat eten we vandaag, koken, 5-ingrediënten]","[verse zalmfilet, traditionele olijfolie, fusilli, broccoli, crème fraîche, kappertjes]",4,20,https://www.ah.nl/allerhande/recept/R-R1186156/fris-romige-fusilli-met-zalmfilet-en-broccoli,https://static.ah.nl/static/recepten/img_073812_1024x748_JPG.jpg
2856,American burger met coleslaw,"[energie, 965 kcal, koolhydraten, 67 g, natrium, 1285 mg, eiwit, 30 g, vet, 61 g, waarvan verzadigd, 19 g, vezels, 11 g]","[snel, oven, amerikaans, brood/sandwiches, hoofdgerecht, wat eten we vandaag]","[kampioentjes, ongezouten roomboter, hamburger, trostomaat, rode ui, gesneden spitskool, peen julienne, Calvé Yoghurt Slasaus, ketchup, groentechips]",4,15,https://www.ah.nl/allerhande/recept/R-R1186155/american-burger-met-coleslaw,https://static.ah.nl/static/recepten/img_073813_1024x748_JPG.jpg
2857,Mini-ovenschotels met tonijn,"[energie, 600 kcal, koolhydraten, 36 g, natrium, 1105 mg, eiwit, 38 g, vet, 37 g, waarvan verzadigd, 17 g, vezels, 6 g]","[glutenvrij, oven, hollands, hoofdgerecht, wat eten we vandaag]","[tonijnmoot in olijfolie, rode peper, cheddar, verse spinazie, aardappelpuree met boter, middelgroot ei]",4,15,https://www.ah.nl/allerhande/recept/R-R1186154/mini-ovenschotels-met-tonijn,https://static.ah.nl/static/recepten/img_074137_1024x748_JPG.jpg
2858,Pittige falafel,"[energie, 630 kcal, koolhydraten, 54 g, natrium, 485 mg, eiwit, 24 g, vet, 33 g, waarvan verzadigd, 4 g, vezels, 13 g]","[veganistisch, oven, midden-oosters, hoofdgerecht, wat eten we vandaag, keukenmachine]","[gedroogde kikkererwten, kraanwater, verse koriander, harissa, gerookte paprikapoeder, knoflook, tahini, arachideolie]",4,20,https://www.ah.nl/allerhande/recept/R-R1186152/pittige-falafel,https://static.ah.nl/static/recepten/img_074151_1024x748_JPG.jpg
2859,Stoere groentesoep met aardappel en worst,"[energie, 390 kcal, koolhydraten, 26 g, natrium, 2095 mg, eiwit, 23 g, vet, 20 g, waarvan verzadigd, 7 g, vezels, 6 g]","[lactosevrij, vooraf te maken, hollands, soep, hoofdgerecht, wat eten we vandaag, koken, maaltijdsoep]","[traditionele olijfolie, ontbijtspek, ui, knoflook, prei, bospeen, bleekselderij, kippenbouillon van tablet, Carisma vastkokende aardappelen, verse tijm, venkel-tijmworst, koelverse babyboerenkool]",4,30,https://www.ah.nl/allerhande/recept/R-R1186141/stoere-groentesoep-met-aardappel-en-worst,https://static.ah.nl/static/recepten/img_074166_1024x748_JPG.jpg
2860,Bloemkoolcouscous met makreel ,"[energie, 705 kcal, koolhydraten, 54 g, natrium, 760 mg, eiwit, 26 g, vet, 40 g, waarvan verzadigd, 8 g, vezels, 10 g]","[gezond, lactosevrij, snel, mediterraan, couscous, hoofdgerecht, bakken, keukenmachine, suikerbewust]","[bloemkool, knoflook, (olijf)olie, komijnzaad, medium handsinaasappel, verse platte peterselie, bosui, verse graatloze makreelfilet, verse granaatappelpitjes, volkoren stokbrood, hummus]",2,15,https://www.ah.nl/allerhande/recept/R-R1186138/bloemkoolcouscous-met-makreel,https://static.ah.nl/static/recepten/img_074115_1024x748_JPG.jpg
2861,Zalm met waterkers-erwtenpuree,"[energie, 570 kcal, koolhydraten, 31 g, natrium, 110 mg, eiwit, 38 g, vet, 31 g, waarvan verzadigd, 5 g, vezels, 8 g]","[lactosevrij, hoofdgerecht, wat eten we vandaag, grillen]","[kruimige aardappel, rode ui, traditionele olijfolie, zaatar kruidenmix, diepvries tuinerwten, waterkers, verse zalmfilet]",4,20,https://www.ah.nl/allerhande/recept/R-R1186137/zalm-met-waterkers-erwtenpuree,https://static.ah.nl/static/recepten/img_074177_1024x748_JPG.jpg
2862,Courgetterolletjes met kabeljauw en antiboise,"[energie, 325 kcal, koolhydraten, 10 g, natrium, 260 mg, eiwit, 18 g, vet, 23 g, waarvan verzadigd, 4 g, vezels, 2 g]","[glutenvrij, italiaans, mediterraan, hoofdgerecht, wat eten we vandaag, grillen]","[citroen, sjalot, kabeljauw, koelverse pestospread, courgette, traditionele olijfolie, Tasty Tom trostomaat, verse peterselie, kappertjes]",4,30,https://www.ah.nl/allerhande/recept/R-R1186132/courgetterolletjes-met-kabeljauw-en-antiboise,https://static.ah.nl/static/recepten/img_074120_1024x748_JPG.jpg
2863,"Nazomerstoof met courgette, spek &amp; venkel","[energie, 310 kcal, koolhydraten, 44 g, natrium, 110 mg, eiwit, 22 g, vet, 3 g, waarvan verzadigd, 1 g, vezels, 8 g]","[slank, italiaans, hoofdgerecht, stoven]","[koelverse Italiaanse kruidenmix, knoflook, rode peper, courgette, aubergine, venkelknol, reepjes kalkoenspek, krieltjes, gepelde tomaten in blik, snoeptomatenmix]",4,30,https://www.ah.nl/allerhande/recept/R-R1186131/nazomerstoof-met-courgette-spek-en-venkel,https://static.ah.nl/static/recepten/img_074139_1024x748_JPG.jpg
2864,Zucchini alla parmigiana,"[energie, 560 kcal, koolhydraten, 35 g, natrium, 840 mg, eiwit, 31 g, vet, 32 g, waarvan verzadigd, 13 g, vezels, 5 g]","[zonder vlees/vis, oven, mediterraan, italiaans, pasta, hoofdgerecht, wat eten we vandaag]","[rode ui, knoflook, arachideolie, courgette, balsamicoazijn, gezeefde tomaten, Parmigiano Reggiano, verse basilicum, mozzarella, panko Japans paneermeel]",4,30,https://www.ah.nl/allerhande/recept/R-R1186129/zucchini-alla-parmigiana,https://static.ah.nl/static/recepten/img_074178_1024x748_JPG.jpg
2865,Sobanoedelsoep met paddenstoelen en ei,"[energie, 485 kcal, koolhydraten, 70 g, natrium, 3130 mg, eiwit, 25 g, vet, 9 g, waarvan verzadigd, 3 g, vezels, 7 g]","[vegetarisch, aziatisch, soep, hoofdgerecht, pocheren, maaltijdsoep]","[Japanse sobanoedels, kraanwater, bospaddenstoelenbouillon van tablet, paddenstoelenmelange, snoepgroente radijs, bosui, witte wijnazijn, middelgroot ei, verse spinazie]",4,20,https://www.ah.nl/allerhande/recept/R-R1186126/sobanoedelsoep-met-paddenstoelen-en-ei,https://static.ah.nl/static/recepten/img_074163_1024x748_JPG.jpg
2866,Gevulde courgettes met couscous &amp; amandelen ,"[energie, 560 kcal, koolhydraten, 53 g, natrium, 160 mg, eiwit, 16 g, vet, 30 g, waarvan verzadigd, 4 g, vezels, 8 g]","[vegetarisch, oven, mediterraan, couscous, hoofdgerecht]","[courgette, witte kaas in olie, ras el hanout specerijenmelange, volkorencouscous, kokend water, amandelschaafsel, citroen, verse koriander, arachideolie, Ketoembar gemalen koriander, kaneel]",4,25,https://www.ah.nl/allerhande/recept/R-R1186124/gevulde-courgettes-met-couscous-en-amandelen,https://static.ah.nl/static/recepten/img_RAM_PRD127464_1024x748_JPG.jpg
2867,Sophia Lorens Parmigiana,"[energie, 495 kcal, koolhydraten, 10 g, natrium, 550 mg, eiwit, 18 g, vet, 41 g, waarvan verzadigd, 12 g, vezels, 6 g]","[glutenvrij, zonder vlees/vis, oven, italiaans, mediterraan, hoofdgerecht]","[aubergine, grof zeezout, zonnebloemolie, tomaat, verse basilicum, mozzarella, geraspte Parmezaanse kaas, traditionele olijfolie, middelgroot ei, geraspte Parmezaanse kaas]",6,60,https://www.ah.nl/allerhande/recept/R-R1186110/sophia-loren-s-parmigiana,https://static.ah.nl/static/recepten/img_073436_1024x748_JPG.jpg
2868,Fusilli tricolore puttanesca,"[energie, 365 kcal, koolhydraten, 60 g, natrium, 820 mg, eiwit, 12 g, vet, 8 g, waarvan verzadigd, 1 g, vezels, 4 g]","[lactosevrij, italiaans, mediterraan, pasta, hoofdgerecht, camping, wat eten we vandaag, koken]","[fusilli tricolore, zongerijpte Taggia-olijven, knoflook, chilivlokken, gepelde tomaten in tomatensaus, ansjovisfilets met kappertjes, verse platte peterselie]",4,20,https://www.ah.nl/allerhande/recept/R-R1186104/fusilli-tricolore-puttanesca,https://static.ah.nl/static/recepten/img_073433_1024x748_JPG.jpg
2869,Gevulde pasta met broccoli &amp; geitenkaas,"[energie, 780 kcal, koolhydraten, 69 g, natrium, 365 mg, eiwit, 28 g, vet, 42 g, waarvan verzadigd, 10 g, vezels, 7 g]","[vegetarisch, oven, italiaans, mediterraan, pasta, hoofdgerecht, wat eten we vandaag, keukenmachine]","[witbrood, conchiglioni, traditionele olijfolie, broccoli, pijnboompitten, citroen, knoflook, geitenkaas blanc 50+, koelverse pestospread]",4,35,https://www.ah.nl/allerhande/recept/R-R1186103/gevulde-pasta-met-broccoli-en-geitenkaas,https://static.ah.nl/static/recepten/img_073315_1024x748_JPG.jpg
2870,Open lasagne met asperges &amp; blauwaderkaas,"[energie, 680 kcal, koolhydraten, 65 g, natrium, 215 mg, eiwit, 19 g, vet, 37 g, waarvan verzadigd, 15 g, vezels, 7 g]","[vegetarisch, italiaans, pasta, hoofdgerecht, koken]","[verse groene asperge, snackpaprika, cherrytomaten, verse lasagnebladen, kookroom, Blue Stilton blauwaderkaas, ongebrande walnoten, rozijnen, traditionele olijfolie, babyspinazie]",4,25,https://www.ah.nl/allerhande/recept/R-R1186102/open-lasagne-met-asperges-en-blauwaderkaas,https://static.ah.nl/static/recepten/img_073470_1024x748_JPG.jpg
2871,Pasta met pompoen en geitenkaas,"[energie, 630 kcal, koolhydraten, 62 g, natrium, 240 mg, eiwit, 21 g, vet, 32 g, waarvan verzadigd, 10 g, vezels, 6 g]","[vegetarisch, oven, italiaans, pasta, hoofdgerecht, wat eten we vandaag]","[pompoen, rode peper, verse Italiaanse kruidenmix, traditionele olijfolie, knoflook, geitenkaas oud 50+, perssinaasappel, penne rigate, koelverse babyboerenkool, pompoenpitten]",4,25,https://www.ah.nl/allerhande/recept/R-R1186101/pasta-met-pompoen-en-geitenkaas,https://static.ah.nl/static/recepten/img_073332_1024x748_JPG.jpg
2872,"Tagliatelle met cantharellen, ui &amp; courgette ","[energie, 715 kcal, koolhydraten, 68 g, natrium, 445 mg, eiwit, 23 g, vet, 37 g, waarvan verzadigd, 10 g, vezels, 9 g]","[lactosevrij, vegetarisch, italiaans, pasta, hoofdgerecht, wat eten we vandaag, koken]","[traditionele olijfolie, kappertjes, gedroogde dragon, geraspte belegen kaas, courgette, rode ui, cantharellen, olijfolie truffelaroma, verse tagliatelle alle erbe]",4,25,https://www.ah.nl/allerhande/recept/R-R1186100/tagliatelle-met-cantharellen-ui-en-courgette,https://static.ah.nl/static/recepten/img_073349_1024x748_JPG.jpg
2873,Caponata met couscous,"[energie, 685 kcal, koolhydraten, 75 g, natrium, 1130 mg, eiwit, 13 g, vet, 34 g, waarvan verzadigd, 5 g, vezels, 13 g]","[lactosevrij, veganistisch, mediterraan, couscous, hoofdgerecht, barbecue, picknick, koken]","[aubergine, zout, ui, bleekselderij, kappertjes, Groene olijven bella cerignola, milde olijfolie, tomatenpuree, tomatenblokjes, witte basterdsuiker, blanke rozijnen, rodewijnazijn, verse basilicum, couscous]",4,45,https://www.ah.nl/allerhande/recept/R-R1186086/caponata-met-couscous,https://static.ah.nl/static/recepten/img_073311_1024x748_JPG.jpg
2874,"Pappardelle met truffel-roomsaus, geroosterde bloemkool &amp; walnoten","[energie, 660 kcal, koolhydraten, 66 g, natrium, 200 mg, eiwit, 16 g, vet, 35 g, waarvan verzadigd, 4 g, vezels, 8 g]","[vegetarisch, lactosevrij, oven, mediterraan, italiaans, pasta, hoofdgerecht, wat eten we vandaag]","[kleine bloemkool, rode ui, verse tijm, ongebrande walnoten, arachideolie, cherrytomaten aan de tak, sjalot, knoflook, truffel-paddenstoelentapenade, soja om mee te koken, verse pappardelle]",4,30,https://www.ah.nl/allerhande/recept/R-R1186085/pappardelle-met-truffel-roomsaus-geroosterde-bloemkool-en-walnoten,https://static.ah.nl/static/recepten/img_111923_1024x748_JPG.jpg
